,Mu33,Mu22,Pu,L,Cb,Delta,L1tb,h,b,tf,tw
1,2785.82,2008.375,-302557.178,4,1.55,0.006,1,36.3728,37.0967,2.1844,1.3335
2,-1.205,5737.699,-356258.447,4,2.208,0.0058,1,35.6108,36.8808,1.8034,1.1176
3,2475.836,4971.965,-257323.198,3.5,1.855,0.0042,1,35.6108,36.8808,1.8034,1.1176
4,15.981,5338.118,-359310.625,3.5,2.075,0.004,1,31.4452,30.6832,1.8669,1.1938
5,1471.607,2440.948,-208634.61,3.5,1.907,0.0037,1,31.115,30.5816,1.7018,1.0922
6,12.455,2916.027,-246283.297,3.5,1.704,0.0034,1,25.9588,25.6032,1.7272,1.0668
7,591.464,1241.306,-155636.176,3.5,1.844,0.003,1,25.3492,25.4,1.4224,0.8636
8,4.9,1354.358,-182254.646,3.5,1.875,0.0028,1,25.654,20.3708,1.5748,0.889
9,287.311,470.565,-103885.401,3.5,1.74,0.0021,1,24.7142,20.2184,1.1049,0.7366
10,1.792,836.644,-120060.413,3.5,1.764,0.0024,1,20.32,20.3073,1.1049,0.7239
11,14.967,153.298,-53150.892,3.5,1.99,0.0012,1,13.081,12.7762,1.0922,0.6858
12,-0.063,220.252,-58425.704,3.5,2.077,0.0011,1,15.2146,15.2146,0.6604,0.5842
13,-6121.1,0,0,10,2.25,0,1,15.748,15.2908,0.9271,0.6604
14,-6124.376,0,0,10,2.251,0,1,15.748,15.2908,0.9271,0.6604
15,-303.519,522.255,-15481.128,4,2.474,0.0042,1,15.2146,15.2146,0.6604,0.5842
16,-1716.766,2192.294,-30667.876,4,2.667,0.0084,1,20.1422,16.4973,1.016,0.6223
17,-1767.639,-0.004,18.996,5,2.067,0,1,14.986,10.0076,0.5461,0.4318
18,-29123.159,-0.388,-1444.207,8,1.375,0,1,35.3568,20.4724,1.6764,0.9398
19,-33760.961,-0.5,-1249.689,8,1.46,0,1,30.6324,25.3873,1.4605,0.8763
20,-1643.573,-0.004,17.339,5,1.903,0,1,14.986,10.0076,0.5461,0.4318
21,-2383.345,7022.191,-30776.581,4,2.475,0.0121,1,41.3004,17.9578,1.6002,0.9652
22,-1743.872,11567.454,-35137.927,4,1.78,0.0119,1,46.9138,19.3929,2.0574,1.2573
23,-1638.246,-0.005,20.897,5,1.896,0,1,14.986,10.0076,0.5461,0.4318
24,-37760.906,0.694,-1416.849,8,1.441,0,1,30.6324,25.3873,1.4605,0.8763
25,7918.52,1818.035,-35525.635,4,2.371,0.0124,1,20.32,20.3073,1.1049,0.7239
26,-26684.014,0.073,-393.192,5,2.007,0,1,35.5092,17.1323,1.1557,0.7239
27,3993.785,38636.521,-45989.552,4,2.298,0.0105,1,35.9664,36.9951,1.9812,1.2319
28,-5412.579,0.007,23.341,5,2.921,0,1,25.3746,10.16,0.6858,0.5842
29,-41038.78,0.746,-1618.273,8,1.376,0,1,30.9626,25.4254,1.6256,0.9144
30,15445.032,3625.439,-42415.806,4,2.308,0.0131,1,30.6324,20.4343,1.4605,0.8509
31,-28138.361,0.078,-405.014,5,1.89,0,1,40.2844,17.7419,1.0922,0.7493
32,-36741.211,0.104,-585.918,5,1.79,0,1,40.6654,17.7673,1.2827,0.7747
33,25252.458,7044.347,-55524.719,4,2.234,0.0141,1,35.2806,25.3873,1.6383,0.9525
34,63200.211,0.135,-1636.785,8,1,0,0,41.4782,25.9969,1.6891,1.0033
35,-26860.154,-110810.711,-71146.353,4,2.147,0.026,1,49.784,43.2054,8.89,5.5626
36,-22377.052,-0.023,91.562,5,2.27,0,1,40.3352,14.0335,1.1176,0.6985
37,-60155.656,-0.239,-1365.438,8,1.212,0,1,46.2534,28.0289,1.7272,1.0795
38,-28012.348,-0.119,-197.257,8,2.205,0,1,30.3276,20.3327,1.3081,0.7493
39,-52109.077,0.007,-602.303,5,1.91,0,1,45.6946,19.0373,1.4478,0.9017
40,-20615.636,-109546.443,-70124.843,4,2.167,0.026,1,49.784,43.2054,8.89,5.5626
41,394019.26,-54206.766,-116459.356,4,1.529,0.0253,1,54.9656,44.831,11.4808,7.1882
42,-71736.979,-0.251,-1060.104,5,2.323,0,1,60.2996,17.8816,1.4986,1.0922
43,-84548.644,0.425,-2129.008,8,1.367,0,1,46.7106,28.1686,1.9558,1.2192
44,-51706.619,-3.925,613.812,8,2.155,0,1,35.2806,25.3873,1.6383,0.9525
45,-92515.877,-0.059,-1788.133,5,2.228,0,1,60.7568,22.8346,1.7272,1.1176
46,-365316.709,61900.796,-135097.089,4,1.8,0.0253,1,54.9656,44.831,11.4808,7.1882
47,-137979.351,0.152,-3159.545,5,2.497,0,1,75.0062,26.416,1.5494,1.1938
48,-87297.258,-3.697,1465.018,8,2.116,0,1,54.4322,21.2217,2.1209,1.3081
49,-109806.577,0.695,-2261.776,8,1.508,0,1,54.2544,31.2166,2.032,1.27
50,-50694.738,0.143,-1636.581,8,1.235,0,1,41.4782,25.9969,1.6891,1.0033
51,-5935.864,-0.015,42.687,5,2.558,0,1,15.9512,10.2362,1.0287,0.6604
52,-8674.201,-0.034,47.87,5,2.44,0,1,20.6756,13.335,0.8382,0.5842
53,69811.765,-0.41,-1365.438,8,1,0,0,46.2534,28.0289,1.7272,1.0795
54,-19732.305,-0.107,-198.094,8,2.301,0,1,24.7142,20.2184,1.1049,0.7366
55,-45374.782,0.01,-602.303,5,1.75,0,1,45.6946,19.0373,1.4478,0.9017
56,-52109.077,0.007,-602.303,5,1.91,0,1,45.6946,19.0373,1.4478,0.9017
57,-28012.348,-0.119,-197.257,8,2.205,0,1,30.3276,20.3327,1.3081,0.7493
58,-60155.656,-0.239,-1365.438,8,1.212,0,1,46.2534,28.0289,1.7272,1.0795
59,-15693.066,-0.059,70.383,5,2.335,0,1,26.2382,14.6558,1.1176,0.6604
60,123494.517,-1.114,3526.653,5,1,0,0,67.8434,25.2984,1.6256,1.1684
61,176696.94,-1.994,6018.561,5,1,0,0,75.7682,26.6065,1.9304,1.3843
62,-138228.844,1.439,-2536.994,8,1.672,0,1,61.1124,32.385,1.905,1.27
63,-121133.435,-6.369,2208.064,8,2.123,0,1,75.0062,26.416,1.5494,1.1938
64,-185938.354,0.531,-5442.047,5,2.703,0,1,76.2254,26.6573,2.159,1.4351
65,-376325.243,57973.123,-251844.504,4,1.74,0.0266,1,101.1936,44.196,8.2042,4.5466
66,-83975.903,-0.068,-1478.242,5,2.17,0,1,60.2742,22.7711,1.4859,1.0541
67,-44183.305,-3.765,477.782,8,2.177,0,1,30.9626,25.4254,1.6256,0.9144
68,-78790.734,0.313,-2019.066,8,1.298,0,1,46.7106,28.1686,1.9558,1.2192
69,-62233.196,-0.226,-797.435,5,2.348,0,1,59.8678,17.7927,1.2827,1.0033
70,422108.47,-49873.896,-239297.688,4,1.486,0.0266,1,101.1936,44.196,8.2042,4.5466
71,69845.545,-21976.859,-129763.152,4,1.511,0.026,1,62.1792,32.6517,2.4384,1.5367
72,-18525.986,-0.211,-119.188,5,2.429,0,1,31.0388,16.4846,0.9652,0.5842
73,-56401.878,0.097,-1599.3,8,1.212,0,1,46.2534,28.0289,1.7272,1.0795
74,-21582.608,-0.93,39.966,8,2.264,0,1,25.1968,20.2819,1.3462,0.8001
75,-51244.697,-0.031,-714.943,5,1.692,0,1,59.8678,17.7927,1.2827,1.0033
76,-252829.142,37009.684,-187345.642,4,1.788,0.0263,1,99.9998,45.085,3.5941,1.905
77,-41326.421,-0.284,741.462,5,1.197,0,1,60.2996,17.8816,1.4986,1.0922
78,-32537.402,-1.421,222.945,8,2.196,0,1,30.6324,20.4343,1.4605,0.8509
79,-59529.398,-0.401,-909.338,8,1.175,0,1,67.8434,25.2984,1.6256,1.1684
80,-38720.597,-0.196,-340.78,5,2.471,0,1,45.466,15.2781,1.3335,0.8001
81,292253.592,-22622.602,-177104.178,4,1.433,0.0266,1,99.9998,45.085,3.5941,1.905
82,357938.961,-35549.669,-238265.151,4,1.465,0.0265,1,93.4974,41.7957,6.9088,3.8608
83,-51086.647,-0.131,-1118.492,5,2.393,0,1,52.9082,16.5862,1.3589,0.9652
84,-72540.269,-1.886,-677.092,8,1.22,0,1,46.7106,28.1686,1.9558,1.2192
85,36431.291,107687.65,-323603.395,4,1.296,0.0275,1,101.1936,44.196,8.2042,4.5466
86,70680.864,-11392.532,-126519.592,4,1.398,0.0218,1,76.2254,26.6573,2.159,1.4351
87,7517.139,-36357.856,-121300.331,4,1.414,0.0207,1,36.3728,37.0967,2.1844,1.3335
88,7274.279,-44003.999,-183755.407,4,1.186,0.0241,1,37.2364,37.4015,2.6162,1.6383
89,59371.558,-25615.945,-187880.832,4,1.752,0.0232,1,37.5412,39.37,2.7686,1.7272
90,74806.54,-29169.972,-252216.066,4,1.275,0.0261,1,77.3176,38.0619,2.7051,1.6637
91,7976.536,-54328.753,-246586.481,4,1.08,0.0255,1,38.6588,39.751,3.3274,2.1082
92,74806.54,-29169.972,-252216.066,4,1.275,0.0261,1,77.3176,38.0619,2.7051,1.6637
93,48557.279,52919.165,-316740.238,4,1.186,0.0264,1,99.2124,44.9834,3.2004,1.8034
94,21891.613,63836.278,-311235.919,4,1.212,0.0264,1,99.2124,44.9834,3.2004,1.8034
95,26392.971,72254.68,-373991.401,4,1.277,0.0308,1,101.6,45.4914,4.3942,2.3114
96,52598.881,61283.49,-379494.991,4,1.157,0.0309,1,101.6,45.4914,4.3942,2.3114
97,145345.614,-41350.532,-142822.132,4,1.327,0.0221,1,98.2218,40.005,2.7051,1.651
98,154694.007,-2.715,-218.422,8,1,0,0,75.311,26.543,1.7018,1.3208
99,-41556.331,-0.458,-251.001,5,2.166,0,1,40.9702,17.8689,1.4351,0.8763
100,-58600.058,-0.843,-387.928,5,2.036,0,1,46.3296,19.1897,1.7653,1.0541
101,205648.559,-5.837,730.849,8,1,0,0,83.4644,29.1592,1.8796,1.397
102,185944.112,-62480.236,-188839.326,4,1.334,0.0255,1,92.1004,42.037,3.6576,2.1336
103,231560.474,-83920.752,-235176.202,4,1.317,0.0258,1,97.1804,43.0911,6.1976,3.4544
104,-74366.442,-1.153,-451.447,5,1.905,0,1,53.3146,20.9296,1.5621,1.016
105,255656.12,-9.057,1763.575,8,1,0,0,90.297,30.353,2.0066,1.524
106,169328.62,-2.778,-66.853,8,1,0,0,75.7682,26.6065,1.9304,1.3843
107,191274.965,-135803.036,-273984.986,4,1.481,0.0241,1,53.1368,44.2341,10.5664,6.5913
108,150856.37,-1.778,3855.222,5,1,0,0,75.311,26.543,1.7018,1.3208
109,172833.955,-2.259,4706.262,5,1,0,0,75.7682,26.6065,1.9304,1.3843
110,228969.586,-152339.178,-318257.27,4,1.465,0.0266,1,53.1368,44.2341,10.5664,6.5913
111,-8247.955,0.456,-18.042,10,2.301,0,1,20.1422,16.4973,1.016,0.6223
112,-18430.63,-0.742,-681.404,12.166,2.292,0,1,25.1968,20.2819,1.3462,0.8001
113,-15282.738,-1.449,-590.503,6.325,1.735,0,1,31.3436,16.5608,1.1176,0.6604
114,-6186.81,0.149,76.349,4,1.631,0,1,30.8864,10.1727,0.889,0.5969
115,-269.083,-47.236,-16680.281,3.5,2.073,0.0043,1,14.986,10.0076,0.5461,0.4318
116,-453.477,154.695,-22582.71,3.5,2.474,0.0048,1,14.986,10.0076,0.5461,0.4318
117,-1756.655,-520.812,-21187.15,3.5,2.454,0.0062,1,15.2146,15.2146,0.6604,0.5842
118,-14119.785,-3898.05,-34011.663,3.5,2.358,0.0078,1,21.59,20.5994,1.7399,1.016
119,1296.986,98.406,-25312.791,3.5,1,0.0067,0,15.3162,10.16,0.7112,0.5842
120,-21300.83,1.456,-391.045,10,2.375,0,1,25.1968,20.2819,1.3462,0.8001
121,-34975.341,-2.18,-1746.676,12.166,2.132,0,1,30.6324,25.3873,1.4605,0.8763
122,-7041.679,0.29,173.407,4,1.459,0,1,31.2674,10.2362,1.0795,0.6604
123,-25077.365,-2.697,-1009.354,6.325,2.252,0,1,31.75,16.6624,1.3208,0.762
124,-1343.69,721.737,-33488.364,3.5,2.398,0.0073,1,12.7254,12.7,0.9144,0.6096
125,-14119.785,-3898.05,-34011.663,3.5,2.358,0.0082,1,21.59,20.5994,1.7399,1.016
126,-43808.711,-9311.988,-46984.639,3.5,1.755,0.0093,1,54.9148,21.3868,2.3622,1.4732
127,-24510.763,2692.529,-45471.304,3.5,2.257,0.0084,1,52.9082,16.5862,1.3589,0.9652
128,-28130.033,1.815,-664.762,10,1.988,0,1,35.0266,20.3962,1.5113,0.8636
129,-47544.309,-3.331,-2772.145,12.166,1.97,0,1,35.6616,25.4889,1.8288,1.0541
130,-16459.971,0.59,257.527,4,2.903,0,1,34.8996,12.7,0.8509,0.5842
131,-22724.975,-3.077,-1127.269,6.325,1.526,0,1,40.6654,17.7673,1.2827,0.7747
132,-34509.113,-6.676,-1613.502,6.325,2.138,0,1,34.6964,20.3073,1.3462,0.7747
133,-20512.872,0.985,398.444,4,2.915,0,1,39.8526,13.97,0.8763,0.635
134,-42864.193,4.397,-1218.047,10,2.314,0,1,30.9626,25.4254,1.6256,0.9144
135,-66079.482,-5.592,-4239.919,12.166,2.105,0,1,36.3474,25.7302,2.1717,1.2954
136,5473.651,716.12,-39967.462,3.5,1,0.0091,0,16.2052,15.4432,1.1557,0.8128
137,-36596.967,8518.262,-56893.724,3.5,2.174,0.0088,1,54.4322,21.2217,2.1209,1.3081
138,64595.333,-3233.11,-59880.174,3.5,2.145,0.0094,1,60.7568,22.8346,1.7272,1.1176
139,-62880.434,-18012.141,-59549.079,3.5,1.51,0.0099,1,76.6318,26.7081,2.3622,1.4859
140,-82784.246,-27589.422,-72087.355,3.5,1.465,0.0103,1,91.4654,30.48,2.5908,1.651
141,81279.942,-4319.382,-71216.423,3.5,2.075,0.0103,1,67.8434,25.2984,1.6256,1.1684
142,-48507.911,12614.167,-67997.494,3.5,2.079,0.0093,1,62.3062,22.86,2.4892,1.397
143,41024.466,1851.786,-52599.758,3.5,1,0.0105,0,59.8678,17.7927,1.2827,1.0033
144,-43026.836,5.282,-1438.838,10,1.715,0,1,41.4782,25.9969,1.6891,1.0033
145,-67757.778,-7.269,-5153.408,12.166,1.586,0,1,47.2186,28.3083,2.2098,1.3589
146,-23206.796,2.254,523.236,4,2.927,0,1,35.1536,17.0942,0.9779,0.6858
147,-38806.674,-8.45,-1990.164,6.325,2.07,0,1,35.0266,20.3962,1.5113,0.8636
148,-42968.269,-10.377,-2389.124,6.325,2.003,0,1,35.3568,20.4724,1.6764,0.9398
149,-25699.789,1.448,578.763,4,2.859,0,1,40.3352,14.0335,1.1176,0.6985
150,-51520.665,5.916,-1777.407,10,1.718,0,1,41.4782,25.9969,1.6891,1.0033
151,-82249.196,-7.596,-6742.164,12.166,1.673,0,1,43.1038,26.4795,2.5019,1.4859
152,50602.747,4625.777,-61614.28,3.5,1,0.0112,0,53.9496,21.0693,1.8796,1.1557
153,-60477.327,18617.148,-79469.075,3.5,2.018,0.0096,1,70.1802,25.4254,2.794,1.5494
154,98537.481,-5364.245,-82696.838,3.5,2.007,0.0111,1,75.311,26.543,1.7018,1.3208
155,-103299.088,-43922.146,-85266.853,3.5,1.615,0.01,1,77.9272,38.2016,3.0099,1.8034
156,-74383.048,-16084.772,-97426.123,3.5,2.26,0.0069,1,34.8234,31.6992,3.556,2.2098
157,130222.26,-7846.926,-105288.903,3.5,1.968,0.0126,1,76.6318,26.7081,2.3622,1.4859
158,75890.33,9901.597,-80717.422,3.5,1,0.0127,0,68.8086,25.4381,2.1082,1.3081
159,-85291.091,9.882,-2926.425,10,2.049,0,1,46.7106,28.1686,1.9558,1.2192
160,-101759.101,-12.448,-9296.535,12.166,1.487,0,1,48.1838,28.6131,2.6924,1.6637
161,-28335.848,2.515,913.88,4,2.689,0,1,44.958,15.24,1.0795,0.762
162,-41655.116,-7.901,-2382.392,6.325,1.379,0,1,46.3296,19.1897,1.7653,1.0541
163,-48201.362,-9.829,-3159.392,6.325,1.328,0,1,46.609,19.2786,1.905,1.143
164,-33000.862,2.978,1101.351,4,2.687,0,1,44.958,15.24,1.0795,0.762
165,-105136.323,12.784,-3876.71,10,1.982,0,1,47.2186,28.3083,2.2098,1.3589
166,-120794.593,-17.74,-11818.184,12.166,1.369,0,1,49.5046,28.4988,3.3528,1.8542
167,100206.748,15064.565,-99263.011,3.5,1,0.0127,0,84.0486,29.2354,2.1717,1.4732
168,161670.437,-8905.417,-125435.588,3.5,1.92,0.0073,1,69.5452,35.4711,2.4765,1.5367
169,-210542.593,-80489.999,-154634.607,3.5,1.688,0.0075,1,100.8126,45.2882,4.0005,2.1082
170,116822.215,21345.122,-115475.015,3.5,1,0.0088,0,69.5452,35.4711,2.4765,1.5367
171,-124394.005,58403.807,-147528.899,3.5,1.995,0.0092,1,98.2218,44.9834,2.7051,1.8034
172,197241.911,11972.894,-150257.107,3.5,1.845,0.0133,1,98.0186,29.9974,2.6035,1.651
173,-100917.246,19.242,-3750.846,10,1.477,0,1,54.2544,31.2166,2.032,1.27
174,-147740.953,-31.448,-11156.715,12.166,1.314,0,1,69.5452,35.4711,2.4765,1.5367
175,-37971.835,4.564,1562.359,4,2.663,0,1,45.466,15.2781,1.3335,0.8001
176,-64493.377,-29.882,-4098.158,6.325,1.612,0,1,41.4782,25.9969,1.6891,1.0033
177,68381.433,-36.094,-4499.265,6.325,1,0,0,46.2534,28.0289,1.7272,1.0795
178,-44262.054,6.006,2114.07,4,2.647,0,1,52.4764,16.51,1.143,0.889
179,-139056.98,19.645,-4998.211,10,1.742,0,1,54.6354,31.3436,2.2225,1.397
180,-164864.975,-38.049,-12705.731,12.166,1.301,0,1,70.0786,35.6108,2.7432,1.6764
181,146299.907,31270.09,-136073.038,3.5,1,0.0097,0,97.028,44.9834,2.1082,1.8034
182,-146087.423,65599.748,-169104.713,3.5,1.969,0.0095,1,100.8126,40.2082,4.0005,2.1082
183,228753.982,12382.322,-170901.65,3.5,1.831,0.0114,1,92.2782,30.6705,2.9972,1.8415
184,-244728.865,-92014.46,-177678.907,3.5,1.682,0.0075,1,101.6,45.4914,4.3942,2.3114
185,-251677.762,-108942.876,-182563.868,3.5,1.705,0.0151,1,96.012,42.7482,5.588,3.0988
186,230178.402,31375.682,-149218.428,3.5,1.701,0.0168,1,99.0092,40.005,3.0988,1.651
187,-130323.615,85345.646,-174525.97,3.5,2.152,0.0177,1,99.9998,45.085,3.5941,1.905
188,145159.29,42322.236,-141895.453,3.5,1,0.0174,0,98.2218,40.005,2.7051,1.651
189,-140352.598,19.133,-3505.198,10,1.542,0,1,61.6204,32.512,2.159,1.397
190,-159125.391,-46.624,-11701.277,12.166,1.23,0,1,77.3176,38.0619,2.7051,1.6637
191,-58624.411,7.215,2438.76,4,2.177,0,1,59.8678,17.7927,1.2827,1.0033
192,-82626.123,-32.859,-4142.794,6.325,1.464,0,1,46.2534,28.0289,1.7272,1.0795
193,-81186.608,-14.326,-3223.93,6.325,1.226,0,1,61.214,22.9108,1.9558,1.1938
194,-65709.192,7.206,2441.203,4,2.188,0,1,59.8678,17.7927,1.2827,1.0033
195,-147263.55,19.447,-3490.821,10,1.594,0,1,61.6204,32.512,2.159,1.397
196,-167169.398,-47.188,-11696.074,12.166,1.23,0,1,77.3176,38.0619,2.7051,1.6637
197,146539.725,54329.726,-182047.526,3.5,1,0.0193,0,98.2218,44.9834,2.7051,1.8034
198,-128265.412,94680.149,-213136.764,3.5,2.162,0.0209,1,100.8126,45.2882,4.0005,2.1082
199,229908.282,40469.064,-181588.883,3.5,1.676,0.0195,1,98.2218,44.9834,2.7051,1.8034
200,-254638.103,-116556.371,-220741.715,3.5,1.716,0.0183,1,92.3036,41.4401,6.2992,3.5052
201,-259063.687,-124908.491,-259036.45,3.5,1.72,0.0209,1,97.1804,43.0911,6.1976,3.4544
202,231225.944,49650.506,-214274.413,3.5,1.616,0.022,1,99.2124,44.9834,3.2004,1.8034
203,-118324.71,106863.923,-251035.225,3.5,2.188,0.0224,1,45.5168,41.8465,6.7564,4.2037
204,147933.889,64202.261,-221881.571,3.5,1,0.0218,0,99.2124,44.9834,3.2004,1.8034
205,150011.294,74737.041,-261690.433,3.5,1,0.0233,0,100.8126,45.2882,4.0005,2.1082
206,83891.289,-127037.706,-293814.309,3.5,1,0.0227,0,101.1936,44.196,8.2042,4.5466
207,233738.695,59139.637,-247666.092,3.5,1.536,0.0228,1,101.6,45.4914,4.3942,2.3114
208,-262797.809,-132857.436,-297210.315,3.5,1.734,0.0235,1,98.3996,43.4467,6.8072,3.81
209,-256772.324,-138728.326,-333285.012,3.5,2.013,0.0208,1,53.1368,44.2341,10.5664,6.5913
210,223663.052,-65524.222,-334767.755,3.5,2.165,0.0233,1,47.4218,42.4053,7.7089,4.7625
211,83777.294,-148034.109,-331574.416,3.5,1,0.0244,0,53.1368,44.2341,10.5664,6.5913
212,138137.137,86680.369,-299352.842,3.5,1,0.0225,0,47.4218,42.4053,7.7089,4.7625
213,-42584.153,-229412.869,-276306.249,3.5,2.059,0.0238,1,56.9468,45.4406,12.4714,7.7978
214,-130930.063,219712.954,-311281.241,3.5,2.184,0.0237,1,56.9468,45.4406,12.4714,7.7978
215,44328.384,85833.883,-71646.706,5,1,0.0329,0,40.7416,40.3606,4.3688,2.7178
216,-51745.679,-0.04,-715.479,15,2.375,0,1,31.115,30.5816,1.7018,1.0922
217,-73835.109,-0.012,-649.441,10,1.318,0,1,47.2186,28.3083,2.2098,1.3589
218,-84017.466,-0.028,-464.404,10,1.226,0,1,54.2544,31.2166,2.032,1.27
219,-85099.303,0.055,-1531.831,15,2.212,0,1,35.9664,36.9951,1.9812,1.2319
220,-77951.179,115964.405,-93281.279,5,2.191,0.0327,1,48.3108,42.7609,8.1534,5.1181
221,77951.179,115964.405,-93281.279,5,1,0.0327,0,48.3108,42.7609,8.1534,5.1181
222,-118062.677,152001.154,-131453.283,5,2.204,0.0348,1,56.9468,45.4406,12.4714,7.7978
223,-127909.144,-0.05,-2634.383,15,1.934,0,1,48.895,28.3464,3.048,1.7018
224,-102259.805,-0.088,-178.484,9,1.207,0,1,61.1124,32.385,1.905,1.27
225,-107603.452,-0.097,-151.699,9,1.207,0,1,61.1124,32.385,1.905,1.27
226,-139703.255,-0.15,-3044.25,15,1.869,0,1,49.5046,28.4988,3.3528,1.8542
227,-120195.732,-0.244,-3044.25,15,1.697,0,1,49.5046,28.4988,3.3528,1.8542
228,-129554.108,125083.431,-134707.547,5,2.132,0.0332,1,96.012,42.7482,5.588,3.0988
229,-133340.783,134440.637,-142219.967,5,2.168,0.0322,1,46.4566,42.1386,7.2263,4.4958
230,-130704.637,-0.272,-3353.905,15,1.688,0,1,49.5046,28.4988,3.3528,1.8542
231,-140051.702,-0.479,-3776.512,15,1.626,0,1,50.0888,28.702,3.6576,2.0574
232,-98564.516,-0.018,-344.55,9,1.223,0,1,54.2544,31.2166,2.032,1.27
233,-145998.481,141517.075,-150363.532,5,2.167,0.033,1,47.4218,42.4053,7.7089,4.7625
234,-160173.624,150363.749,-158781.183,5,2.167,0.0323,1,49.784,43.2054,8.89,5.5626
235,-150406.137,-0.524,-4094.317,15,1.62,0,1,50.0888,28.702,3.6576,2.0574
236,134906.174,0.166,-71.346,9,1,0,0,61.1124,32.385,1.905,1.27
237,139373.288,0.172,-44.562,9,1,0,0,61.1124,32.385,1.905,1.27
238,-153582.203,-1.283,-3801.66,15,1.435,0,1,57.0992,31.5468,3.4544,1.905
239,-173449.132,157786.114,-166991.677,5,2.166,0.0324,1,51.4096,43.688,9.7028,6.0452
240,-186744.143,165105.807,-175185.805,5,2.165,0.0322,1,53.1368,44.2341,10.5664,6.5913
241,-142335.618,-3.842,-2190.448,15,1.231,0,1,77.3176,38.0619,2.7051,1.6637
242,143840.402,0.178,-17.778,9,1,0,0,61.1124,32.385,1.905,1.27
243,-179168.762,-1.004,-5159.349,15,1.542,0,1,50.9016,28.8925,4.0386,2.2606
244,-200082.528,172274.393,-183361.796,5,2.164,0.032,1,54.9656,44.831,11.4808,7.1882
245,-213460.091,179262.719,-191516.854,5,2.164,0.0316,1,56.9468,45.4406,12.4714,7.7978
246,-154625.028,-5.413,-2261.486,15,1.223,0,1,77.9272,38.2016,3.0099,1.8034
247,-160923.035,-5.787,-2426.437,15,1.223,0,1,77.9272,38.2016,3.0099,1.8034
248,-225357.45,175976.261,-193451.313,5,2.161,0.032,1,56.9468,45.4406,12.4714,7.7978
