,Mu33,Mu22,Pu,L,Cb,Delta,L1tb,h,b,tf,tw
249,-237491.007,181758.508,-201419.284,5,2.16,0.0333,1,56.9468,45.4406,12.4714,7.7978
250,-168953.607,-6.12,-2565.519,15,1.223,0,1,77.9272,38.2016,3.0099,1.8034
251,-170878.23,-6.077,-2565.519,15,1.223,0,1,77.9272,38.2016,3.0099,1.8034
252,-237640.408,183306.646,-207720.852,5,2.161,0.0344,1,56.9468,45.4406,12.4714,7.7978
253,-18513.223,37077.223,-61649.976,5,1.793,0.0091,1,49.5046,28.4988,3.3528,1.8542
254,-20118.479,-0.004,-198.571,15,2.313,0,1,25.654,20.3708,1.5748,0.889
255,-55491.471,-0.023,-697.816,9,1.271,0,1,46.2534,28.0289,1.7272,1.0795
256,-66639.422,-0.021,-940.599,9,1.412,0,1,36.3474,25.7302,2.1717,1.2954
257,-21218.769,-0.018,-198.571,15,2.379,0,1,25.654,20.3708,1.5748,0.889
258,-20087.799,58846.855,-64496.999,5,2.169,0.0141,1,38.0492,39.5351,3.0226,1.8923
259,-20950.912,66547.21,-65968.62,5,2.175,0.0204,1,38.6588,39.751,3.3274,2.1082
260,-22319.059,-0.031,-198.571,15,2.442,0,1,25.654,20.3708,1.5748,0.889
261,-71285.593,-0.001,-940.599,9,1.482,0,1,36.3474,25.7302,2.1717,1.2954
262,-68722.341,-0.008,-710.639,9,1.258,0,1,46.7106,28.1686,1.9558,1.2192
263,-22643.348,-0.055,-215.036,15,2.482,0,1,21.59,20.5994,1.7399,1.016
264,-21811.849,74210.958,-67421.43,5,2.182,0.0263,1,39.3192,39.9034,3.6576,2.2606
265,-21897.982,77597.926,-68142.713,5,2.183,0.0303,1,39.3192,39.9034,3.6576,2.2606
266,-22664.705,81864.457,-68857.073,5,2.191,0.0319,1,39.9288,40.132,3.9624,2.4892
267,-25569.488,95363.89,-70913.878,5,2.232,0.0329,1,43.4848,41.2242,5.7404,3.5814
268,-27633.939,106664.502,-72573.744,5,2.248,0.0326,1,48.3108,42.7609,8.1534,5.1181
269,34472.723,-116757.065,-90116.311,5,1,0.0322,0,51.4096,43.688,9.7028,6.0452
270,34956.988,-128690.543,-103107.624,5,1,0.0328,0,53.1368,44.2341,10.5664,6.5913
271,-26456.209,106499.738,-96394.298,5,2.259,0.0325,1,48.3108,42.7609,8.1534,5.1181
272,-23757.47,92635.925,-94374.066,5,2.195,0.0333,1,42.5196,40.9194,5.2578,3.2766
273,-20870.514,77996.024,-92091.891,5,2.166,0.0308,1,39.3192,39.9034,3.6576,2.2606
274,-20203.634,69339.211,-90466.029,5,2.163,0.0239,1,38.6588,39.751,3.3274,2.1082
275,-19553.497,60661.625,-88821.499,5,2.162,0.0165,1,38.0492,39.5351,3.0226,1.8923
276,-19073.79,52456.308,-87219.848,5,2.162,0.0085,1,37.5412,39.37,2.7686,1.7272
277,-18773.951,53326.203,-111373.098,5,2.159,0.0098,1,37.5412,39.37,2.7686,1.7272
278,-17202.378,55030.815,-112317.299,5,2.071,0.0213,1,35.6362,31.9278,3.9624,2.4384
279,-20237.52,74226.315,-115218.903,5,2.155,0.0264,1,39.3192,39.9034,3.6576,2.2606
280,-24668.692,86160.315,-117562.529,5,1.917,0.0325,1,99.2124,44.9834,3.2004,1.8034
281,-24917.664,102890.17,-119758.618,5,2.209,0.0328,1,46.4566,42.1386,7.2263,4.4958
282,27802.713,-125744.708,-126794.185,5,1,0.032,0,53.1368,44.2341,10.5664,6.5913
283,36261.341,-155281.668,-129063.529,5,1,0.0335,0,56.9468,45.4406,12.4714,7.7978
284,22655.573,-126796.301,-150778.432,5,1,0.0323,0,53.1368,44.2341,10.5664,6.5913
285,-24563.831,104977.567,-143983.223,5,2.193,0.0329,1,47.4218,42.4053,7.7089,4.7625
286,-25146.853,95651.469,-142783.39,5,2.068,0.0324,1,101.6,45.4914,4.3942,2.3114
287,-19522.133,77056.467,-139718.708,5,2.134,0.0298,1,39.3192,39.9034,3.6576,2.2606
288,-19318.323,66541.356,-137752.625,5,2.149,0.0206,1,38.6588,39.751,3.3274,2.1082
289,-16556.32,46579.098,-134649.822,5,2.113,0.0125,1,34.8234,31.6992,3.556,2.2098
290,-18885.736,56962.114,-159927.049,5,2.153,0.0119,1,38.0492,39.5351,3.0226,1.8923
291,-19566.987,70422.016,-162333.754,5,2.144,0.0221,1,39.3192,39.9034,3.6576,2.2606
292,-19555.814,81864.999,-164453.122,5,2.047,0.032,1,39.9288,40.132,3.9624,2.4892
293,-24008.33,103573.81,-167647.335,5,2.173,0.0317,1,47.4218,42.4053,7.7089,4.7625
294,18512.002,-129846.608,-174911.523,5,1,0.0331,0,53.1368,44.2341,10.5664,6.5913
295,19538.423,-150977.579,-200607.68,5,1,0.0325,0,56.9468,45.4406,12.4714,7.7978
296,-24287.304,108812.711,-192401.451,5,2.17,0.0322,1,49.784,43.2054,8.89,5.5626
297,-143934.233,48895.334,-192054.356,5,1.99,0.0322,1,49.784,43.2054,8.89,5.5626
298,-150019.755,37979.627,-191216.924,5,1.684,0.0332,1,99.2124,44.9834,3.2004,1.8034
299,-141750.576,24440.684,-188241.098,5,1.852,0.0275,1,77.3176,38.0619,2.7051,1.6637
300,-143729.862,9820.427,-185917.529,5,1.818,0.0176,1,97.028,29.9974,2.1082,1.6002
301,-143669.706,11878.727,-210192.897,5,1.818,0.0181,1,91.4654,30.48,2.5908,1.651
302,-142803.391,26938.991,-212752.051,5,1.813,0.0289,1,77.9272,38.2016,3.0099,1.8034
303,-152357.137,41534.667,-215855.06,5,1.65,0.0321,1,101.6,45.4914,4.3942,2.3114
304,29994.934,-119504.875,-221887.345,5,1,0.0317,0,53.1368,44.2341,10.5664,6.5913
305,35911.408,-137924.166,-241179.835,5,1,0.0327,0,54.9656,44.831,11.4808,7.1882
306,-164894.86,53926.513,-233029.752,5,2.059,0.0332,1,45.5168,41.8465,6.7564,4.2037
307,-177353.008,35743.377,-231597.173,5,1.703,0.0298,1,99.0092,40.005,3.0988,1.651
308,-171529.745,23277.275,-228504.562,5,1.887,0.0158,1,77.9272,38.2016,3.0099,1.8034
309,-224809.633,37610.388,-259327.413,5,1.807,0.0162,1,91.186,41.8338,3.2004,1.9304
310,-228514.85,54355.416,-262696.636,5,1.724,0.029,1,99.9998,45.085,3.5941,1.905
311,-234515.664,71281.904,-265791.907,5,1.696,0.033,1,101.1936,44.196,8.2042,4.5466
312,-225833.629,82342.212,-266609.159,5,1.927,0.0354,1,56.9468,45.4406,12.4714,7.7978
313,-139248.761,10852.103,-209888.667,5,1.667,0.0238,1,69.5452,35.4711,2.4765,1.5367
314,-160302.384,11121.162,-220526.951,5,1.667,0.0263,1,91.4654,30.48,2.5908,1.651
315,-168544.689,11878.266,-225075.548,5,1.667,0.027,1,98.0186,29.9974,2.6035,1.651
316,-175644.306,14685.725,-229723.233,5,1.667,0.027,1,92.2782,30.6705,2.9972,1.8415
317,-184097.524,23061.86,-236287.767,5,1.667,0.0253,1,77.9272,38.2016,3.0099,1.8034
318,-194685.549,17136.281,-240386.175,5,1.667,0.0284,1,108.9914,29.9974,3.0988,1.8034
319,-202393.349,27078.189,-245812.933,5,1.667,0.0262,1,98.2218,40.005,2.7051,1.651
320,-210606.295,30581.57,-250639.263,5,1.667,0.0262,1,99.0092,40.005,3.0988,1.651
321,-217736.431,32275.634,-255172.377,5,1.667,0.0267,1,99.0092,40.005,3.0988,1.651
322,-224561.409,36279.718,-259913.489,5,1.667,0.0266,1,91.186,41.8338,3.2004,1.9304
323,-227772.638,26540.576,-262905.445,5,1.667,0.0301,1,101.0006,30.2006,4,2.11
324,-241327.096,43635.782,-269629.593,5,1.667,0.0267,1,99.2124,44.9834,3.2004,1.8034
325,-248555.364,45639.441,-274203.786,5,1.667,0.0272,1,99.2124,44.9834,3.2004,1.8034
326,-254678.627,46020.964,-278508.795,5,1.667,0.028,1,92.1004,42.037,3.6576,2.1336
327,-263921.252,51267.571,-283609.885,5,1.667,0.0278,1,99.9998,45.085,3.5941,1.905
328,-271116.154,53221.531,-288175.847,5,1.667,0.0283,1,99.9998,45.085,3.5941,1.905
329,-278410.033,51803.428,-292414.027,5,1.667,0.0296,1,101.1936,40.1955,4.191,2.3622
330,-286781.23,59408.445,-297668.351,5,1.667,0.0288,1,100.8126,45.2882,4.0005,2.1082
331,-293987.052,61385.165,-302237.753,5,1.667,0.0293,1,100.8126,45.2882,4.0005,2.1082
332,-301046.856,59514.258,-306406.222,5,1.667,0.0306,1,102.0064,40.3987,4.5974,2.54
333,-309525.131,67491.74,-311709.248,5,1.667,0.0299,1,101.6,45.4914,4.3942,2.3114
334,-316731.856,69470.056,-316278.953,5,1.667,0.0304,1,101.6,45.4914,4.3942,2.3114
335,-323297.691,70257.305,-320669.086,5,1.667,0.0311,1,94.996,42.4942,5.1054,2.8448
336,-331113.782,69459.792,-325016.893,5,1.667,0.0322,1,102.997,40.6908,5.1054,2.8448
337,-337622.822,74687.112,-329851.167,5,1.667,0.032,1,91.313,41.148,5.7912,3.2004
338,-340155.132,79142.888,-330550.956,5,1.667,0.0312,1,96.012,42.7482,5.588,3.0988
339,-352393.088,82924.141,-338238.504,5,1.667,0.032,1,96.012,42.7482,5.588,3.0988
340,-364660.454,87341.614,-345996.698,5,1.667,0.0326,1,92.3036,41.4401,6.2992,3.5052
341,-376900.281,91149.98,-353687.235,5,1.667,0.0333,1,92.3036,41.4401,6.2992,3.5052
342,-390573.8,97427.959,-361769.521,5,1.667,0.0337,1,97.1804,43.0911,6.1976,3.4544
343,-404168.702,104269.919,-369904.423,5,1.667,0.0339,1,98.3996,43.4467,6.8072,3.81
344,-418810.905,113583.157,-378395.66,5,1.667,0.0338,1,101.1936,44.196,8.2042,4.5466
345,-447262.845,130947.976,-395168.139,5,1.667,0.0339,1,107.823,46.0502,11.5062,6.4008
346,-459780.653,135460.461,-402957.59,5,1.667,0.0346,1,107.823,46.0502,11.5062,6.4008
347,-455183.928,112282.237,-398343.861,5,1.765,0.0184,1,94.8944,42.1386,7.5946,4.191
348,-469194.68,117297.665,-406275.997,5,1.754,0.0182,1,99.5934,43.7388,7.3914,4.0894
349,-481573.319,121179.182,-413942.445,5,1.755,0.0186,1,99.5934,43.7388,7.3914,4.0894
350,-493778.317,125785.065,-421667.709,5,1.76,0.0187,1,96.2914,42.545,8.3058,4.5974
351,-520403.574,135171.311,-437347.208,5,1.75,0.0186,1,101.1936,44.196,8.2042,4.5466
352,-544735.745,143358.85,-452686.959,5,1.756,0.0193,1,97.7138,42.9514,8.9916,5.0038
353,-571604.399,153362.161,-468465.16,5,1.746,0.019,1,102.7938,44.6405,8.9916,5.0038
354,-610493.404,167988.36,-491969.522,5,1.742,0.0189,1,104.6226,45.1485,9.906,5.4991
355,-635455.059,176210.873,-507376.947,5,1.743,0.0195,1,104.6226,45.1485,9.906,5.4991
356,-661914.987,187127.697,-523241.896,5,1.738,0.019,1,106.6038,45.6946,10.8966,6.0452
357,-686931.75,195494.034,-538672.809,5,1.739,0.0195,1,106.6038,45.6946,10.8966,6.0452
358,-711948.514,203860.371,-554103.721,5,1.739,0.0201,1,106.6038,45.6946,10.8966,6.0452
359,-737871.651,214044.045,-569840.624,5,1.736,0.0199,1,107.823,46.0502,11.5062,6.4008
360,-762918.417,222494.959,-585285.347,5,1.737,0.0205,1,107.823,46.0502,11.5062,6.4008
361,-787965.183,230945.874,-600730.07,5,1.737,0.021,1,107.823,46.0502,11.5062,6.4008
362,-637711.133,204329.694,-512473.392,5,1.736,0.0355,1,107.823,46.0502,11.5062,6.4008
363,-612663.264,195134.497,-496892.319,5,1.736,0.0344,1,107.823,46.0502,11.5062,6.4008
364,-587615.394,185939.301,-481311.246,5,1.735,0.0333,1,107.823,46.0502,11.5062,6.4008
365,-549339.117,171484.405,-457842.154,5,1.734,0.0328,1,106.6038,45.6946,10.8966,6.0452
366,-510602.759,156711.989,-434324.445,5,1.735,0.0329,1,104.6226,45.1485,9.906,5.4991
367,-471910.933,142110.296,-410830.679,5,1.735,0.0329,1,102.7938,44.6405,8.9916,5.0038
368,-433338.251,127732.464,-387370.426,5,1.734,0.0326,1,101.1936,44.196,8.2042,4.5466
369,-393255.022,112793.767,-363761.106,5,1.743,0.0332,1,94.8944,42.1386,7.5946,4.191
370,-355202.724,98598.716,-340374.865,5,1.736,0.0327,1,97.1804,43.0911,6.1976,3.4544
371,-329149.475,89025.237,-324725.553,5,1.737,0.0326,1,96.012,42.7482,5.588,3.0988
372,-303377.961,79816.923,-309127.594,5,1.738,0.0322,1,94.996,42.4942,5.1054,2.8448
373,-279835.265,72072.688,-293801.438,5,1.723,0.03,1,101.6,45.4914,4.3942,2.3114
374,-253443.079,60187.623,-278018.254,5,1.704,0.0326,1,101.1936,40.1955,4.191,2.3622
375,-240748.559,58295.009,-270390.359,5,1.726,0.0297,1,99.9998,45.085,3.5941,1.905
376,-228629.875,54424.401,-262709.488,5,1.723,0.0289,1,99.9998,45.085,3.5941,1.905
377,-215242.357,49699.539,-254874.584,5,1.727,0.0291,1,99.2124,44.9834,3.2004,1.8034
378,-199728.59,44430.993,-246834.751,5,1.764,0.0304,1,86.8172,40.2844,3.556,2.1082
379,-189294.027,39153.813,-239219.96,5,1.707,0.0308,1,99.0092,40.005,3.0988,1.651
380,-177353.008,35743.377,-231597.173,5,1.703,0.0298,1,99.0092,40.005,3.0988,1.651
381,177353.008,-35743.377,-231597.173,5,1.703,0.0298,1,99.0092,40.005,3.0988,1.651
382,164165.051,-31341.638,-223805.111,5,1.709,0.03,1,98.2218,40.005,2.7051,1.651
383,151999.007,-29551.291,-218807.44,5,1.817,0.0298,1,77.9272,38.2016,3.0099,1.8034
384,145102.295,-27592.066,-214265.899,5,1.814,0.0291,1,77.9272,38.2016,3.0099,1.8034
385,157245.781,-43328.608,-218971.962,5,1.653,0.0326,1,101.6,45.4914,4.3942,2.3114
386,153743.434,-49250.393,-225320.119,5,2.054,0.032,1,45.5168,41.8465,6.7564,4.2037
387,164894.86,-53926.513,-233029.752,5,2.059,0.0332,1,45.5168,41.8465,6.7564,4.2037
388,190846.803,-63343.334,-248659.123,5,2.031,0.0333,1,47.4218,42.4053,7.7089,4.7625
389,208331.593,-67379.342,-256616.425,5,1.976,0.0302,1,51.4096,43.688,9.7028,6.0452
390,234596.514,-71253.348,-265785.826,5,1.696,0.0328,1,101.1936,44.196,8.2042,4.5466
391,233904.309,-76697.652,-272209.563,5,1.961,0.0304,1,53.1368,44.2341,10.5664,6.5913
392,245679.734,-81660.454,-279998.427,5,1.963,0.0313,1,53.1368,44.2341,10.5664,6.5913
393,257455.158,-86623.256,-287787.29,5,1.965,0.0323,1,53.1368,44.2341,10.5664,6.5913
394,285804.52,-95311.28,-303443.502,5,1.93,0.0304,1,56.9468,45.4406,12.4714,7.7978
395,222312.209,11990.725,-264760.902,3.5,1.948,0.0058,1,77.9272,38.2016,3.0099,1.8034
396,242298.431,13448.995,-275655.807,3.5,1.874,0.0058,1,97.028,44.9834,2.1082,1.8034
397,258910.606,14024.214,-286049.712,3.5,1.848,0.0062,1,98.2218,40.005,2.7051,1.651
398,275776.779,15432.513,-296468.89,3.5,1.823,0.0061,1,99.0092,40.005,3.0988,1.651
399,291364.023,16248.722,-306705.271,3.5,1.824,0.0063,1,99.0092,40.005,3.0988,1.651
400,306854.845,17771.01,-316938.789,3.5,1.828,0.0061,1,98.2218,44.9834,2.7051,1.8034
401,324301.589,19313.761,-327480.136,3.5,1.798,0.0059,1,99.2124,44.9834,3.2004,1.8034
402,339973.281,20206.997,-337725.907,3.5,1.798,0.0061,1,99.2124,44.9834,3.2004,1.8034
403,354296.808,20572.915,-347832.257,3.5,1.827,0.0064,1,92.1004,42.037,3.6576,2.1336
404,372850.449,22420.785,-358504.011,3.5,1.782,0.0061,1,99.9998,45.085,3.5941,1.905
405,388586.003,23336,-368759.679,3.5,1.782,0.0063,1,99.9998,45.085,3.5941,1.905
406,405406.578,23459.096,-379223.743,3.5,1.789,0.007,1,101.1936,40.1955,4.191,2.3622
407,437508.585,26459.072,-399875.173,3.5,1.769,0.0065,1,100.8126,45.2882,4.0005,2.1082
408,469954.167,27525.546,-420541.935,3.5,1.777,0.0074,1,102.0064,40.3987,4.5974,2.54
409,502249.663,30496.632,-441275.516,3.5,1.759,0.0069,1,101.6,45.4914,4.3942,2.3114
410,532411.046,31743.202,-461742.64,3.5,1.787,0.0073,1,91.313,41.148,5.7912,3.2004
411,566057.092,34051.47,-482618.636,3.5,1.769,0.0074,1,96.012,42.7482,5.588,3.0988
412,597400.62,35789.926,-503211.163,3.5,1.776,0.0076,1,92.3036,41.4401,6.2992,3.5052
413,633585.408,38147.948,-524343.443,3.5,1.744,0.0081,1,105.0036,41.2496,6.096,3.4036
414,662803.787,39873.148,-544789.899,3.5,1.763,0.0079,1,93.4974,41.7957,6.9088,3.8608
415,699101.392,42341.027,-565916.929,3.5,1.734,0.0083,1,106.1974,41.5544,6.7056,3.7084
416,728421.983,43926.69,-586441.622,3.5,1.751,0.0081,1,94.8944,42.1386,7.5946,4.191
417,762515.834,46181.346,-607467.566,3.5,1.736,0.0081,1,99.5934,43.7388,7.3914,4.0894
418,794486.947,48120.279,-628082.32,3.5,1.736,0.0083,1,99.5934,43.7388,7.3914,4.0894
419,826142.882,49823.018,-648783.032,3.5,1.74,0.0085,1,96.2914,42.545,8.3058,4.5974
420,860639.714,52011.899,-669946.845,3.5,1.725,0.0084,1,101.1936,44.196,8.2042,4.5466
421,892693.055,53959.62,-690581.946,3.5,1.725,0.0087,1,101.1936,44.196,8.2042,4.5466
422,927325.288,56391.917,-711297.395,3.5,1.714,0.0094,1,109.1946,42.3926,8.2042,4.5466
423,958833.826,57699.847,-732499.862,3.5,1.715,0.0087,1,102.7938,44.6405,8.9916,5.0038
424,990955.32,59649.871,-753153.742,3.5,1.715,0.0089,1,102.7938,44.6405,8.9916,5.0038
425,1025630.903,62264.756,-773823.618,3.5,1.706,0.0097,1,110.7948,42.8498,8.9916,5.0038
426,1057322.33,63193.521,-795207.324,3.5,1.706,0.0089,1,104.6226,45.1485,9.906,5.4991
427,1089508.561,65140.347,-815880.986,3.5,1.706,0.0091,1,104.6226,45.1485,9.906,5.4991
428,1121700.47,67086.889,-836556.592,3.5,1.706,0.0094,1,104.6226,45.1485,9.906,5.4991
429,1156060.855,68436.931,-858081.831,3.5,1.697,0.009,1,106.6038,45.6946,10.8966,6.0452
430,1188506.557,70366.837,-878843.417,3.5,1.697,0.0092,1,106.6038,45.6946,10.8966,6.0452
431,1190284.412,101160.401,-867246.407,3.5,1.669,0.0178,1,107.823,46.0502,11.5062,6.4008
432,1222947.704,103821.995,-887788.773,3.5,1.669,0.0182,1,107.823,46.0502,11.5062,6.4008
433,1255746.376,106480.364,-908375.95,3.5,1.668,0.0187,1,107.823,46.0502,11.5062,6.4008
434,1223295.706,119826.801,-881601.516,3.5,1.657,0.0228,1,107.823,46.0502,11.5062,6.4008
435,1141795.538,112238.966,-830663.756,3.5,1.659,0.0215,1,107.823,46.0502,11.5062,6.4008
436,1059974.162,105987.201,-779072.365,3.5,1.665,0.0209,1,106.6038,45.6946,10.8966,6.0452
437,977632.392,100115.405,-727137.078,3.5,1.675,0.0208,1,104.6226,45.1485,9.906,5.4991
438,897792.086,95096.832,-675025.743,3.5,1.678,0.0216,1,110.7948,42.8498,8.9916,5.0038
439,815045.545,85779.784,-625008.048,3.5,1.686,0.0189,1,102.7938,44.6405,8.9916,5.0038
440,733188.129,78742.673,-573670.361,3.5,1.697,0.0184,1,101.1936,44.196,8.2042,4.5466
441,651373.888,71360.019,-522471.388,3.5,1.71,0.0177,1,99.5934,43.7388,7.3914,4.0894
442,568177.429,63440.357,-471072.611,3.5,1.741,0.0174,1,93.4974,41.7957,6.9088,3.8608
443,487513.253,55515.293,-420343.166,3.5,1.749,0.0165,1,96.012,42.7482,5.588,3.0988
444,407883.997,47784.964,-370031.2,3.5,1.741,0.0148,1,101.6,45.4914,4.3942,2.3114
445,326337.802,39244.017,-319318.271,3.5,1.769,0.014,1,99.9998,45.085,3.5941,1.905
446,245219.534,30203.218,-268859.326,3.5,1.823,0.0131,1,98.2218,44.9834,2.7051,1.8034
447,161369.343,20141.49,-218135.131,3.5,1.982,0.0127,1,77.3176,38.0619,2.7051,1.6637
448,-138159.547,1.673,-6243.55,15,1.231,0,1,77.3176,38.0619,2.7051,1.6637
449,380102.396,3.148,-8178.231,15,1,0,0,97.028,44.9834,2.1082,1.8034
450,542332.587,4.913,-10530.797,15,1,0,0,99.2124,44.9834,3.2004,1.8034
451,704363.114,6.398,-13023.706,15,1,0,0,100.8126,45.2882,4.0005,2.1082
452,882089.138,3.728,-14830.719,15,1,0,0,104.013,40.9448,5.588,3.0988
453,1056900.142,2.428,-16108.188,15,1,0,0,106.1974,41.5544,6.7056,3.7084
454,1222192.355,2.696,-17931.274,15,1,0,0,107.5436,41.9354,7.3914,4.0894
455,1392450.743,1.954,-19119.997,15,1,0,0,109.1946,42.3926,8.2042,4.5466
456,1562997.707,1.038,-20182.484,15,1,0,0,110.7948,42.8498,8.9916,5.0038
457,1738278.99,-2.266,-21989.674,15,1,0,0,106.6038,45.6946,10.8966,6.0452
458,1909253.809,-3.571,-22589.283,15,1,0,0,107.823,46.0502,11.5062,6.4008
459,-263099.045,17.418,-11095.601,15,1.197,0,1,86.8172,40.2844,3.556,2.1082
460,-273863.339,19.746,-10553.397,15,1.183,0,1,99.2124,44.9834,3.2004,1.8034
461,-302812.867,20.603,-11992.596,15,1.183,0,1,99.2124,44.9834,3.2004,1.8034
462,-322747.531,21.832,-13203.676,15,1.178,0,1,99.9998,45.085,3.5941,1.905
463,664388.277,21.878,-15749.099,15,1,0,0,100.8126,45.2882,4.0005,2.1082
464,-347777.805,30.815,-8276.581,15,1.688,0,1,98.2218,44.9834,2.7051,1.8034
465,-437610.167,39.416,-7833.463,15,1.764,0,1,99.2124,44.9834,3.2004,1.8034
466,-531582.722,49.788,-7604.93,15,1.819,0,1,99.9998,45.085,3.5941,1.905
467,-627264.013,64.655,-7844.641,15,1.853,0,1,100.8126,45.2882,4.0005,2.1082
468,-722961.746,82.601,-8756.451,15,1.877,0,1,101.6,45.4914,4.3942,2.3114
469,-826923.335,81.884,-13099.27,15,1.923,0,1,102.997,40.6908,5.1054,2.8448
470,-828175.798,63.164,-8913.115,15,1.856,0,1,96.012,42.7482,5.588,3.0988
471,-930963.357,14.046,7487.594,15,1.884,0,1,105.0036,41.2496,6.096,3.4036
472,-1021863.53,17.585,7831.374,15,1.913,0,1,105.0036,41.2496,6.096,3.4036
473,-1113259.71,24.505,8771.757,15,1.933,0,1,106.1974,41.5544,6.7056,3.7084
474,-1205040.59,33.328,9839.527,15,1.95,0,1,107.5436,41.9354,7.3914,4.0894
475,-1296909.24,50.704,10641.791,15,1.968,0,1,101.1936,44.196,8.2042,4.5466
476,-1388351.46,50.056,11375.956,15,1.983,0,1,109.1946,42.3926,8.2042,4.5466
477,-1480645.58,64.274,12483.044,15,1.994,0,1,110.7948,42.8498,8.9916,5.0038
478,-1571992.26,70.4,12900.661,15,2.009,0,1,110.7948,42.8498,8.9916,5.0038
479,-1665523.19,117.054,14568.655,15,2.015,0,1,106.6038,45.6946,10.8966,6.0452
480,-1756948.17,126.123,15021.175,15,2.027,0,1,106.6038,45.6946,10.8966,6.0452
